Model,Method,w1,w2,K,N,MAP,MRR,CTR,missing_bridges,missing_cf,not_enough_bridges,not_enough_cf,GDPS,GAPS,APS,COV
reranker,frequencyScore,0.3,0.7,50,20,0.03206835460964228,0.08187718087731352,0.41699587995787146,0,0,8748,0,0.23333350874080974,0.2563656952839461,0.2338742724065931,0.40480328645915625
reranker,frequencyScore,0.1,0.9,20,5,0.0796080526705183,0.15630773622723973,0.2637627082524984,0,0,5174,0,0.3748574734574532,0.4062292364451825,0.36750077411171556,0.3528203507663138
reranker,frequencyScoreNormalizedLog2,0.1,0.9,20,10,0.057092259533852975,0.1848533175733059,0.3784420592143752,0,0,5174,0,0.3198690361344014,0.3467363243940046,0.31640537343021363,0.4035392637067467
bridges,frequencyScoreNormalizedLog2,0,0,100,20,0.03768544338130501,0.20750298265360342,0.496965,0,0,0,0,0.25960999526566486,0.2719580704272762,0.26405318406335493,0.5419497550955917
reranker,frequencyScore,0.7,0.30000000000000004,20,1,0.0060601061535113295,0.0032538353440702194,0.0032538353440702194,0,0,5174,0,0.0933827434689595,0.09602106723841232,0.09118185829759895,0.22594406699320588
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,50,3,0.008807987716838661,0.008688338922224552,0.014177020575998837,0,0,8748,0,0.12581060273302258,0.13276057589708767,0.12321276158553802,0.31331963975351557
bridges,frequencyScore,0,0,100,20,0.03768544338130501,0.20750298265360342,0.496965,0,0,0,0,0.25960999526566486,0.2719580704272762,0.26405318406335493,0.5419497550955917
reranker,frequencyScoreNormalizedLog2,0.5,0.5,100,5,0.013320155059756781,0.020887145880225007,0.03942359674898342,0,0,14093,0,0.18051419875771377,0.1923990388406101,0.17883213358900746,0.36925264654763784
reranker,frequencyScore,0.7,0.30000000000000004,50,20,0.004966160490763675,0.013112449626387362,0.052978455528967405,0,0,8748,0,0.10063569397164458,0.12001676174754762,0.09974097662397188,0.4722705008690156
reranker,frequencyScore,0.3,0.7,100,5,0.015490860539719247,0.023432636141138833,0.04795178449894361,0,0,14093,0,0.15925590886286528,0.1659868349947865,0.15706719496034025,0.3392321061779112
reranker,frequencyScore,0.3,0.7,20,3,0.08459984130615503,0.11350745423479836,0.17456721074841228,0,0,5174,0,0.39671920241781494,0.4168146495438045,0.391744803821946,0.3281719070943277
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,100,3,0.007284869640206578,0.007356508609161941,0.01159947134973177,0,0,14093,0,0.10508923224290365,0.11337979411653624,0.10200010742739929,0.30447148048664874
reranker,frequencyScore,0.1,0.9,50,5,0.05544445808819467,0.10942995995628936,0.17612978334469942,0,0,8748,0,0.29537046311778864,0.3118072024496826,0.29198133882243554,0.3482382682888292
reranker,frequencyScore,0.5,0.5,100,20,0.007083336211007346,0.01993119376478768,0.07882995049228782,0,0,14093,0,0.11819532374038537,0.1407902563319346,0.11691638457903375,0.4599462790330226
reranker,frequencyScore,0.5,0.5,50,1,0.011585092256577383,0.00661385803004685,0.00661385803004685,0,0,8748,0,0.14384078421018381,0.13959232722187764,0.1424913548894019,0.23637225470058462
reranker,frequencyScoreNormalizedLog2,0.1,0.9,20,3,0.10956413155325086,0.15755770355820808,0.22177546626244188,0,0,5174,0,0.4307939694083681,0.4523335166032749,0.4244328664212401,0.3052614947069047
reranker,frequencyScoreNormalizedLog2,0.1,0.9,100,20,0.03593560702521861,0.17513138669141587,0.46835654884284217,0,0,14093,0,0.24928334750633663,0.26640159666266816,0.25103001039496897,0.36546057829040923
bridges,frequencyScoreNormalizedLog2,0,0,20,20,0.03768544338130501,0.20750298265360342,0.496965,0,0,0,0,0.25960999526566486,0.2719580704272762,0.26405318406335493,0.5419497550955917
reranker,frequencyScore,0.5,0.5,50,10,0.011687031461060544,0.018029364932047095,0.059033424396621646,0,0,8748,0,0.1440667186464948,0.16397487695518964,0.14283059412023358,0.41475746563438143
reranker,frequencyScore,0.7,0.30000000000000004,20,3,0.007686429831473588,0.0069621890327216,0.012111665758635178,0,0,5174,0,0.11556969297582324,0.12238060094785701,0.11304054731942863,0.30952757149628696
reranker,frequencyScoreNormalizedLog2,0.3,0.7,100,10,0.026349020641195233,0.0562252100599308,0.16769938746758062,0,0,14093,0,0.21997405198876568,0.23769585902973256,0.21839839093611224,0.35092431663769946
reranker,frequencyScoreNormalizedLog2,0.3,0.7,20,20,0.03764535756625484,0.15571492306269305,0.49653507246493356,0,0,5174,0,0.2595798971193279,0.272310037900105,0.26358572923850265,0.490598830778954
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,50,20,0.00438360303859889,0.010365816753245499,0.045487928397622404,0,0,8748,0,0.0871390784512698,0.10601088406292494,0.08615294872373418,0.4754305577500395
reranker,frequencyScore,0.3,0.7,20,5,0.07474549715090482,0.1308436014604505,0.25071117964347533,0,0,5174,0,0.3695090015189928,0.40243585896540635,0.3619980429314659,0.3569284247116448
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,100,5,0.006591197779082035,0.008681025018924485,0.017451950336086465,0,0,14093,0,0.10207167521573594,0.1139754370172481,0.09919900816271968,0.3483962711328804
reranker,frequencyScore,0.1,0.9,100,20,0.021491917166284107,0.09707532747017132,0.2632246246349808,0,0,14093,0,0.1777144254652242,0.20031939571219345,0.17640719942413063,0.3815768683836309
reranker,frequencyScore,0.5,0.5,50,3,0.011497041276419172,0.011956260029404519,0.019386593923644037,0,0,8748,0,0.1604331660702411,0.16056469907243212,0.1587669168711305,0.32453784168115024
reranker,frequencyScoreNormalizedLog2,0.1,0.9,20,5,0.08741234539138522,0.17311766077694227,0.2899763375705902,0,0,5174,0,0.3883254885878759,0.4203095071624198,0.37993068400238506,0.34729025122452206
reranker,frequencyScoreNormalizedLog2,0.3,0.7,100,3,0.03116280200177751,0.03924558807270822,0.06143885782330382,0,0,14093,0,0.25698939972179524,0.266912402095452,0.2550599298623639,0.29925738663295937
cf,not_used,1,0,20,1,0.00527182102700823,0.002772,0.002772,0,0,0,0,0.08205669753018471,0.08454335931805088,0.08020331454574459,0.22404803286459157
reranker,frequencyScore,0.9,0.09999999999999998,100,1,0.007595655372568088,0.004080506579220961,0.004080506579220961,0,0,14093,0,0.10101255331291895,0.10471578449355476,0.09818232853445968,0.2231000158002844
reranker,frequencyScoreNormalizedLog2,0.5,0.5,20,1,0.011407686275768904,0.006576024349986832,0.006576024349986832,0,0,5174,0,0.14534607666445043,0.1432248549931875,0.1422302782001831,0.26007268130826355
reranker,frequencyScore,0.9,0.09999999999999998,100,10,0.005287452388933688,0.009798904291514022,0.02785353993835118,0,0,14093,0,0.09442270826653,0.11040932718890528,0.09212042483260728,0.4104913888449992
reranker,frequencyScoreNormalizedLog2,0.5,0.5,20,10,0.04954644508889238,0.05358254122691241,0.2763136468085876,0,0,5174,0,0.25168179619564424,0.2761728150849146,0.24724409663092758,0.4462000316005688
reranker,frequencyScore,0.9,0.09999999999999998,20,20,0.0035661259854575813,0.008947986642729737,0.036218393970402864,0,0,5174,0,0.07450129237683903,0.0929168534358312,0.07334920544483929,0.4784326117870122
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,100,20,0.006265412092492234,0.016987467445053858,0.06978244398305317,0,0,14093,0,0.11555129925681659,0.13538826794754508,0.11449399665692382,0.4596302733449202
cf,not_used,1,0,50,20,0.0035786484293478214,0.008215925867041878,0.036334,0,0,0,0,0.07450576972458306,0.09291952202224733,0.07335226132120151,0.4784326117870122
reranker,frequencyScoreNormalizedLog2,0.3,0.7,50,20,0.03314889094682839,0.09547614267665185,0.4293983770020136,0,0,8748,0,0.23585492166555094,0.25846942520635313,0.23633895302309074,0.4036972665507979
reranker,frequencyScore,0.5,0.5,50,5,0.01081382960716967,0.014384603175246055,0.030148741187911852,0,0,8748,0,0.15996504154263377,0.16752024365737786,0.1581029513886635,0.3599304787486175
reranker,frequencyScoreNormalizedLog2,0.3,0.7,100,5,0.02923142056874087,0.04670896950726481,0.09452007136575762,0,0,14093,0,0.2433868247443983,0.2584229782153947,0.24183014123754093,0.3188497392953073
reranker,frequencyScore,0.9,0.09999999999999998,100,3,0.007049107054718851,0.007084339597953665,0.011213025163631053,0,0,14093,0,0.10173263005467932,0.10954299592395035,0.09890590986066752,0.3033654605782904
reranker,frequencyScoreNormalizedLog2,0.5,0.5,20,3,0.0193055446836813,0.016332671911138522,0.031189373820145434,0,0,5174,0,0.165880069911842,0.1728194554787005,0.1631462175631237,0.37573076315373677
reranker,frequencyScore,0.1,0.9,20,20,0.03774364871951299,0.17929247505646626,0.4988329617440638,0,0,5174,0,0.260282306134528,0.2726412108991572,0.2647557007614366,0.4736925264654764
reranker,frequencyScore,0.7,0.30000000000000004,20,10,0.005224874502940121,0.009652764833821758,0.02731935031854817,0,0,5174,0,0.09674649969460776,0.11430112346129873,0.09490686973056259,0.41428345710222786
reranker,frequencyScoreNormalizedLog2,0.5,0.5,100,20,0.012322659751159822,0.02933156144967372,0.1432761913649056,0,0,14093,0,0.14602829215032725,0.16502157806241338,0.14489727062756746,0.45267814820666774
reranker,frequencyScoreNormalizedLog2,0.5,0.5,50,1,0.014212831894938882,0.008335922651354044,0.008335922651354044,0,0,8748,0,0.16897829619552557,0.16522613773172362,0.1672552191903144,0.27397693158476855
cf,not_used,1,0,100,5,0.004979251188130831,0.00602924999999961,0.012785,0,0,0,0,0.08284949605472124,0.08905802764941996,0.08199325171593129,0.3507663137936483
bridges,frequencyScoreNormalizedLog2,0,0,100,1,0.18354461763785282,0.128004,0.128004,0,0,0,0,0.44939530879035183,0.4453196400554773,0.4454039191156705,0.21504187075367356
reranker,frequencyScoreNormalizedLog2,0.5,0.5,50,10,0.02097449295532124,0.02775547833718744,0.11445626339215456,0,0,8748,0,0.1769409540816241,0.1967880847098533,0.1753652920315782,0.43482382682888293
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,20,1,0.005405263064138996,0.0028477341766298832,0.0028477341766298832,0,0,5174,0,0.08434318244058155,0.08694612117621653,0.08245301469119802,0.22436403855269396
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,100,10,0.00807173766068706,0.015248992543987986,0.04459852704159723,0,0,14093,0,0.1305521242887459,0.14707914591848778,0.12898854647098948,0.4065413177437194
bridges,frequencyScoreNormalizedLog2,0,0,100,10,0.05766526775561906,0.1997010039685763,0.382964,0,0,0,0,0.32135756314292735,0.3442062960874914,0.31852603184843653,0.48348870279665035
reranker,frequencyScore,0.3,0.7,100,20,0.01579757161156287,0.03692094182124714,0.20660873692954812,0,0,14093,0,0.16606200067732807,0.19089127780664114,0.16479606563640742,0.3845789224206036
reranker,frequencyScore,0.3,0.7,50,1,0.031600276487077576,0.022336398816849803,0.022336398816849803,0,0,8748,0,0.22258362169173376,0.21320315554018188,0.22184737486786213,0.271922894612103
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,20,10,0.004912471203143489,0.008222163697191412,0.02538132296502102,0,0,5174,0,0.0894704224797878,0.10557561648754674,0.08743104454601036,0.41396745141412544
reranker,frequencyScore,0.3,0.7,50,10,0.0344102563680565,0.06964810343415603,0.23212866153107384,0,0,8748,0,0.25921215922777235,0.2874852131989049,0.25646080760391793,0.3736767261810713
bridges,frequencyScore,0,0,100,1,0.18354461763785282,0.128004,0.128004,0,0,0,0,0.44939530879035183,0.4453196400554773,0.4454039191156705,0.21504187075367356
bridges,frequencyScore,0,0,100,10,0.05766526775561906,0.1997010039685763,0.382964,0,0,0,0,0.32135756314292735,0.3442062960874914,0.31852603184843653,0.48348870279665035
reranker,frequencyScore,0.7,0.30000000000000004,50,1,0.008439287589680487,0.004551819315370864,0.004551819315370864,0,0,8748,0,0.11045271231210951,0.11405159738989912,0.10823876157865002,0.22657607836941066
bridges,frequencyScore,0,0,20,20,0.03768544338130501,0.20750298265360342,0.496965,0,0,0,0,0.25960999526566486,0.2719580704272762,0.26405318406335493,0.5419497550955917
reranker,frequencyScoreNormalizedLog2,0.5,0.5,20,5,0.03425428148384562,0.02947260794015948,0.09051834190099575,0,0,5174,0,0.19235970325189186,0.20554480645065765,0.18949143938180738,0.40938536893664085
reranker,frequencyScore,0.7,0.30000000000000004,50,10,0.0067539546049182955,0.011929200294975167,0.03599992736458539,0,0,8748,0,0.12180903964917292,0.13788603332959515,0.12038967618165228,0.40922736609258964
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,50,5,0.008338198137449716,0.010531563450397768,0.022318239963198056,0,0,8748,0,0.1287649161673508,0.13943450933573792,0.12642238623337224,0.3548743877389793
reranker,frequencyScoreNormalizedLog2,0.5,0.5,50,3,0.013963444149964515,0.014705308707239004,0.02355304201151675,0,0,8748,0,0.18070472665234288,0.18383433648998065,0.17876491917964712,0.36103649865697585
bridges,frequencyScoreNormalizedLog2,0,0,100,3,0.12243074609262664,0.17529600000006434,0.244503,0,0,0,0,0.4492257125259548,0.473022698278381,0.4451486572762826,0.3483962711328804
reranker,frequencyScore,0.7,0.30000000000000004,100,20,0.005713193568020143,0.015015653379799994,0.06302825722913014,0,0,14093,0,0.10678316114003787,0.12704146210631365,0.10546180673807251,0.46105229894138094
reranker,frequencyScore,0.5,0.5,100,1,0.013195785420696377,0.007838467522798804,0.007838467522798804,0,0,14093,0,0.12813366044665725,0.12509052121034078,0.12594184820219562,0.22815610680992257
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,20,3,0.006000918377278668,0.005564122101084246,0.009326254038394655,0,0,5174,0,0.09148810660376124,0.0970969019327804,0.08940564595622887,0.3065255174593143
reranker,frequencyScoreNormalizedLog2,0.1,0.9,100,1,0.13691485637782952,0.09945664246222007,0.09945664246222007,0,0,14093,0,0.4313109574381093,0.43389637415198007,0.42353015235657543,0.18201927634697423
reranker,frequencyScore,0.3,0.7,50,3,0.03657213712907617,0.043668848419311734,0.07411737883000488,0,0,8748,0,0.260548328374384,0.26327147869836104,0.2578085508889573,0.3299099383788908
bridges,frequencyScoreNormalizedLog2,0,0,20,1,0.18354461763785282,0.128004,0.128004,0,0,0,0,0.44939530879035183,0.4453196400554773,0.4454039191156705,0.21504187075367356
reranker,frequencyScoreNormalizedLog2,0.1,0.9,100,10,0.05450823445262273,0.16754755724824372,0.35783192532358526,0,0,14093,0,0.3139106006292073,0.34122797329625976,0.31114672490895173,0.3302259440669932
reranker,frequencyScoreNormalizedLog2,0.3,0.7,20,1,0.09476935245643225,0.07068070195189913,0.07068070195189913,0,0,5174,0,0.39160845690120993,0.3915636911340389,0.3875212908944779,0.2480644651603729
bridges,frequencyScoreNormalizedLog2,0,0,20,10,0.05766526775561906,0.1997010039685763,0.382964,0,0,0,0,0.32135756314292735,0.3442062960874914,0.31852603184843653,0.48348870279665035
bridges,frequencyScore,0,0,100,3,0.12243074609262664,0.17529600000006434,0.244503,0,0,0,0,0.4492257125259548,0.473022698278381,0.4451486572762826,0.3483962711328804
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,50,3,0.006598787363079969,0.006411084164268807,0.010373749561161038,0,0,8748,0,0.098107732096236,0.10550171454754553,0.0953802183055022,0.3057355032390583
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,50,1,0.006656708209435212,0.0035177734824242473,0.0035177734824242473,0,0,8748,0,0.09464062561085676,0.09810647160573592,0.09207286700668871,0.2256280613051035
reranker,frequencyScoreNormalizedLog2,0.3,0.7,20,10,0.05631799413421409,0.14718796800679648,0.3728330381393329,0,0,5174,0,0.3172363389200422,0.3461044050774506,0.3138353358199337,0.4123874229736135
bridges,frequencyScoreNormalizedLog2,0,0,50,20,0.03768544338130501,0.20750298265360342,0.496965,0,0,0,0,0.25960999526566486,0.2719580704272762,0.26405318406335493,0.5419497550955917
reranker,frequencyScore,0.7,0.30000000000000004,50,3,0.008287160703175091,0.008205111650047465,0.01326605141780294,0,0,8748,0,0.12018252634133807,0.12661029372311133,0.11781382694984431,0.3088955601200822
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,50,10,0.005231946200952685,0.009123754685352774,0.02713739795733073,0,0,8748,0,0.09425923278829104,0.10940464078909413,0.09240179017074454,0.4122294201295623
reranker,frequencyScore,0.7,0.30000000000000004,20,5,0.007227674868007753,0.008516028598635235,0.018951052746912524,0,0,5174,0,0.11639310446072522,0.12924514735288825,0.11370819737373128,0.35329435929846736
reranker,frequencyScore,0.5,0.5,20,20,0.03615183523442577,0.058270081695674485,0.4357294642480192,0,0,5174,0,0.23551427451507162,0.25162438915918917,0.23571867847788353,0.5097171749091484
cf,not_used,1,0,20,10,0.004332444650514467,0.007251632936507928,0.02211,0,0,0,0,0.08045363822380666,0.09298456936381107,0.07882952656401364,0.4145994627903302
bridges,frequencyScore,0,0,50,20,0.03768544338130501,0.20750298265360342,0.496965,0,0,0,0,0.25960999526566486,0.2719580704272762,0.26405318406335493,0.5419497550955917
reranker,frequencyScoreNormalizedLog2,0.5,0.5,50,5,0.0145676116019802,0.01850494795134891,0.04057898496043388,0,0,8748,0,0.17522446277885886,0.18614479705624856,0.1734057083411191,0.39326907884341916
bridges,frequencyScoreNormalizedLog2,0,0,100,5,0.09359741144058792,0.18981525000016583,0.307726,0,0,0,0,0.3987341911222658,0.42964442836396993,0.3890579439753262,0.4066993205877706
reranker,frequencyScore,0.1,0.9,100,1,0.10057834676684124,0.06545140667426035,0.06545140667426035,0,0,14093,0,0.2941913989497321,0.2867798575347372,0.28875489725148806,0.24285037130668352
reranker,frequencyScoreNormalizedLog2,0.1,0.9,100,3,0.0954625349481897,0.13957976428466914,0.19512793803066616,0,0,14093,0,0.4147206647283187,0.4358392660410307,0.40780455360271234,0.26149470690472426
reranker,frequencyScore,0.3,0.7,50,5,0.03842165070971478,0.05602337582504624,0.12891878150056696,0,0,8748,0,0.2711747849411098,0.286232339710262,0.267826305122316,0.3496602938852899
reranker,frequencyScore,0.1,0.9,100,10,0.028318709957742855,0.09049797647448664,0.165225523299865,0,0,14093,0,0.19481630638204442,0.211931558166228,0.19275103229016377,0.3637225470058461
bridges,frequencyScoreNormalizedLog2,0,0,20,3,0.12243074609262664,0.17529600000006434,0.244503,0,0,0,0,0.4492257125259548,0.473022698278381,0.4451486572762826,0.3483962711328804
reranker,frequencyScoreNormalizedLog2,0.3,0.7,20,3,0.08497296360640214,0.11384084586978288,0.17533116343963667,0,0,5174,0,0.39676585220679117,0.41701953229931776,0.3917410673679996,0.3227998103965871
bridges,frequencyScore,0,0,100,5,0.09359741144058792,0.18981525000016583,0.307726,0,0,0,0,0.3987341911222658,0.42964442836396993,0.3890579439753262,0.4066993205877706
reranker,frequencyScore,0.9,0.09999999999999998,20,1,0.00539016023712213,0.0028406977702633424,0.0028406977702633424,0,0,5174,0,0.0842560407558826,0.08684827783729301,0.08237718095282896,0.22436403855269396
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,100,1,0.011021635295160266,0.00619226762767685,0.00619226762767685,0,0,14093,0,0.13026498826823335,0.1340042260478447,0.12726772795865193,0.2257860641491547
cf,not_used,1,0,50,1,0.00527182102700823,0.002772,0.002772,0,0,0,0,0.08205669753018471,0.08454335931805088,0.08020331454574459,0.22404803286459157
reranker,frequencyScore,0.7,0.30000000000000004,50,5,0.007847782457550313,0.009960114414229074,0.021023917227909753,0,0,8748,0,0.12388474562798528,0.1332390093681635,0.12152437562089079,0.3512403223258019
